pitime,adc_67_avg,adc_68_avg,adc_69_avg,elec_0_avg,elec_1_avg,elec_2_avg,elec_3_avg,elec_6_avg,flow2,flow3,rh_1,rh_2,rh_3,rh_4,rh5,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8,temp_9
2021-02-01 07:00:00,512.0,499.8,508.0,42.1,35.4,105.7,77.7,202.6,0.0,0.0,19.1,31.6,82.1,10.4,,61.4,65.6,51.0,18.3,35.6,90.6,44.2,-3.2,76.4
2021-02-01 08:00:00,512.7,499.9,508.1,0.0,35.2,92.7,102.7,412.6,0.0,0.0,18.6,31.5,83.9,10.7,,64.3,66.9,52.3,18.1,35.6,111.0,47.6,-0.4,76.6
2021-02-01 09:00:00,513.0,500.0,508.5,67.1,34.7,106.9,121.0,391.6,0.0,0.0,17.9,30.4,85.0,11.0,,67.5,68.8,55.1,18.5,36.0,112.3,52.9,3.9,77.7
2021-02-01 10:00:00,512.7,500.1,508.5,1024.3,33.4,354.9,395.7,254.9,0.0,0.0,18.4,29.6,84.2,11.4,,66.7,69.2,55.7,20.7,39.4,98.6,51.0,7.5,78.7
2021-02-01 11:00:00,512.4,500.0,508.3,870.9,33.3,425.6,360.4,287.3,0.0,0.0,18.8,30.0,83.9,11.9,,66.6,69.1,57.2,22.6,43.7,102.3,49.7,11.6,79.5
2021-02-01 12:00:00,512.8,500.1,508.7,162.8,34.2,449.8,330.7,262.1,0.0,0.0,19.4,30.0,84.4,12.2,,67.6,70.2,60.5,21.9,47.5,102.1,52.6,15.8,80.9
2021-02-01 13:00:00,512.5,500.1,508.7,158.4,34.4,241.5,163.4,159.3,2.2,0.0,20.0,30.4,81.5,12.4,,66.4,70.4,61.0,22.7,50.2,90.8,49.8,17.8,81.7
2021-02-01 14:00:00,512.6,500.1,508.8,43.6,34.6,114.0,92.2,223.9,0.0,0.0,20.8,31.3,79.9,12.4,,66.2,70.5,60.3,23.2,51.8,96.7,49.4,18.9,82.2
2021-02-01 15:00:00,512.8,500.2,509.0,46.7,40.2,189.5,123.4,217.7,0.0,0.0,21.1,31.7,78.5,12.5,,66.2,70.5,60.1,23.4,51.5,95.7,49.6,19.1,82.5
2021-02-01 16:00:00,512.8,500.3,509.0,89.4,52.6,233.1,143.3,185.2,0.0,0.0,21.6,32.1,77.7,12.7,,65.9,70.3,60.5,23.3,49.9,92.4,49.2,17.8,82.8
2021-02-01 17:00:00,513.0,500.5,509.0,72.3,47.1,162.8,127.8,213.8,0.0,0.0,21.4,32.3,78.8,12.7,,66.4,70.4,60.6,22.0,47.3,97.2,50.0,15.8,82.8
2021-02-01 18:00:00,513.0,500.6,509.0,96.2,55.2,163.8,129.7,217.9,0.0,0.0,21.4,31.9,80.5,12.5,,67.1,70.4,60.8,20.7,45.4,98.0,51.1,14.3,83.0
2021-02-01 19:00:00,513.0,500.5,509.0,66.5,77.3,159.4,127.0,237.7,0.0,0.0,21.0,31.8,82.1,12.5,,67.4,70.3,60.5,19.6,44.0,99.3,51.1,13.3,83.1
2021-02-01 20:00:00,513.2,500.8,509.1,685.4,58.9,349.0,353.3,255.4,0.0,0.0,20.9,31.8,83.8,12.5,,67.6,70.8,59.8,19.9,43.2,99.7,52.7,12.2,83.2
2021-02-01 21:00:00,513.2,500.6,509.1,68.6,40.1,120.1,107.5,180.9,0.0,0.0,20.6,31.7,86.2,12.7,,67.7,70.6,55.6,20.6,42.8,98.0,53.2,11.8,83.5
2021-02-01 22:00:00,513.1,500.7,509.0,103.6,55.6,123.7,126.3,221.9,0.0,0.0,20.8,31.7,90.2,12.5,,67.6,70.7,60.8,20.9,42.2,98.2,52.8,14.5,83.9
2021-02-01 23:00:00,512.6,500.5,509.0,43.3,55.8,103.6,67.3,21.9,0.0,0.0,21.4,31.8,91.4,12.5,,63.7,69.2,59.2,21.2,41.9,63.2,48.3,14.9,83.7
2021-02-02 00:00:00,512.0,500.1,509.0,396.2,46.5,303.6,182.2,9.4,0.0,0.0,23.0,32.4,92.3,12.2,,59.2,67.9,57.2,21.5,41.6,50.7,43.6,14.1,82.7
2021-02-02 01:00:00,511.9,499.9,508.7,116.3,39.2,176.5,82.0,10.6,0.0,0.0,24.5,33.1,93.6,12.0,,56.3,66.9,55.4,21.7,41.0,48.9,40.8,14.7,81.5
2021-02-02 02:00:00,511.6,499.8,508.2,44.2,38.0,70.6,41.3,15.9,0.0,0.0,26.5,34.6,94.6,12.2,,54.1,65.9,54.0,21.9,41.0,47.9,39.8,15.6,80.2
2021-02-02 03:00:00,511.7,499.9,508.2,43.4,35.5,66.1,64.9,145.5,0.0,0.0,25.5,34.9,95.9,12.2,,55.7,65.4,53.0,22.2,40.2,79.8,40.4,16.6,79.3
2021-02-02 04:00:00,512.0,500.0,508.5,0.0,35.3,87.5,54.7,115.7,0.0,0.1,25.4,35.3,97.6,12.4,,57.0,65.1,52.7,22.4,40.1,78.5,41.9,18.1,78.4
2021-02-02 05:00:00,512.0,499.9,508.5,42.9,35.1,91.1,75.6,166.7,0.0,0.0,25.2,35.4,98.9,12.7,,58.1,64.7,52.3,22.7,40.1,82.3,42.7,18.4,77.6
2021-02-02 06:00:00,512.0,500.0,508.6,43.5,35.0,100.9,64.6,126.5,0.0,0.0,25.2,35.7,99.9,12.9,,59.0,64.4,52.0,23.0,40.1,83.1,43.8,19.2,77.1
2021-02-02 07:00:00,512.0,500.0,508.7,0.0,35.0,82.8,59.4,177.1,2.1,0.0,25.0,35.8,99.9,13.4,,59.6,64.0,51.9,23.3,40.1,85.3,44.2,20.3,76.6
2021-02-02 08:00:00,513.1,500.2,509.0,46.5,34.8,93.6,109.4,369.8,0.0,0.0,23.9,35.7,99.9,13.7,,64.6,66.3,54.7,23.7,40.1,109.7,51.0,22.5,76.9
2021-02-02 09:00:00,513.3,500.5,509.0,214.6,34.4,133.5,164.1,314.7,0.0,0.0,22.9,34.7,99.9,14.0,,67.0,67.4,56.5,24.3,40.9,106.6,53.9,24.5,77.7
2021-02-02 10:00:00,513.8,500.8,509.1,180.0,34.3,137.7,158.5,329.8,0.0,0.0,22.5,34.6,99.9,14.4,,69.8,68.6,59.7,25.0,41.5,110.3,57.5,25.2,79.0
2021-02-02 11:00:00,513.7,500.8,509.1,47.6,37.8,197.8,130.5,258.4,0.0,0.0,22.4,33.6,99.9,14.7,,70.3,68.7,60.6,25.5,41.9,104.7,55.7,24.8,80.2
2021-02-02 12:00:00,513.5,500.7,509.3,42.8,34.1,197.8,120.2,222.7,0.0,0.0,22.9,33.6,99.9,14.8,,69.5,68.5,60.3,26.2,42.6,100.4,53.7,25.8,81.1
2021-02-02 13:00:00,513.4,500.8,509.3,58.1,45.0,114.4,110.1,240.1,0.0,0.0,23.1,33.9,99.9,14.8,,69.3,68.5,60.7,26.7,42.8,95.9,53.2,25.7,81.6
2021-02-02 14:00:00,513.2,500.8,509.4,111.5,34.0,281.3,156.7,207.9,0.0,0.0,23.6,34.4,99.9,14.9,,68.9,68.5,60.6,27.2,42.8,97.7,53.3,26.2,82.0
2021-02-02 15:00:00,513.2,500.7,509.2,46.1,39.6,152.6,105.5,189.5,0.0,0.0,23.8,34.7,99.9,15.2,,68.7,68.5,60.6,27.5,43.5,96.8,53.0,25.7,82.3
2021-02-02 16:00:00,513.2,500.7,509.3,43.2,45.2,279.6,142.4,184.9,0.0,0.0,24.1,35.0,99.9,15.2,,68.5,68.5,60.8,27.6,43.7,96.5,53.1,25.4,82.6
2021-02-02 17:00:00,513.3,500.7,509.4,0.0,45.7,124.5,110.5,245.0,2.3,0.0,24.1,35.6,99.9,15.3,,69.1,68.9,62.2,27.5,43.7,102.7,54.5,25.3,82.7
2021-02-02 18:00:00,513.2,500.8,509.5,79.6,45.3,137.6,114.5,175.3,0.0,0.0,24.3,35.8,99.9,15.4,,68.8,69.1,61.9,27.7,43.7,96.3,55.9,25.5,83.1
2021-02-02 19:00:00,512.8,500.5,509.2,70.6,45.4,193.5,133.5,42.5,0.0,0.0,25.0,35.8,99.9,15.4,,65.5,68.1,60.8,28.4,44.1,70.0,52.6,26.0,83.2
2021-02-02 20:00:00,512.8,500.4,509.0,95.8,44.8,181.5,146.0,92.2,0.0,0.0,26.2,36.8,99.9,15.5,,64.0,67.7,60.8,28.8,43.8,78.2,50.5,27.7,83.4
2021-02-02 21:00:00,512.2,500.3,509.0,198.4,45.6,180.1,124.5,9.3,0.0,0.0,27.3,38.6,99.9,15.5,,61.4,67.9,61.6,29.0,43.7,52.6,48.4,27.9,83.5
2021-02-02 22:00:00,512.1,500.2,509.0,102.0,46.3,119.4,106.2,121.1,0.0,0.0,29.0,39.9,99.9,15.5,,60.2,67.9,61.4,29.2,43.7,70.4,47.7,27.9,83.4
2021-02-02 23:00:00,512.2,500.2,509.0,928.8,60.0,310.8,298.4,9.4,0.0,0.0,28.6,40.1,99.9,15.2,,60.3,68.3,60.3,29.3,43.9,63.0,48.7,27.5,83.2
2021-02-03 00:00:00,512.0,499.9,509.0,979.4,41.0,309.6,308.5,9.4,0.0,0.0,30.3,40.7,99.9,15.2,,57.8,66.9,58.8,29.3,43.7,51.9,46.4,27.0,82.3
2021-02-03 01:00:00,512.0,499.9,509.0,179.9,39.1,99.8,75.5,9.7,0.0,0.0,31.6,41.3,99.9,15.1,,56.0,65.8,57.7,29.3,43.7,50.4,45.1,26.7,81.3
2021-02-03 02:00:00,511.9,499.9,508.9,44.2,38.3,69.4,38.6,9.9,0.0,0.0,33.2,42.2,99.9,15.0,,54.7,65.0,56.7,29.3,43.7,49.5,44.3,26.5,80.3
2021-02-03 03:00:00,511.9,499.8,508.8,45.3,35.8,72.4,47.1,51.5,0.0,0.0,33.7,42.8,99.9,15.1,,54.3,64.4,55.7,29.3,43.5,59.5,44.3,26.3,79.3
2021-02-03 04:00:00,512.0,499.9,508.9,49.1,35.0,100.0,63.4,94.2,0.0,0.0,32.9,43.2,99.9,15.3,,56.1,64.2,55.4,29.4,42.8,74.7,46.0,26.3,78.5
2021-02-03 05:00:00,512.0,499.9,508.9,0.0,34.9,86.1,51.8,100.9,0.0,0.0,32.1,42.9,99.9,15.6,,57.2,63.9,55.4,29.3,42.8,75.9,47.0,26.4,77.8
2021-02-03 06:00:00,512.0,500.0,509.0,43.8,35.0,100.8,68.2,141.3,0.0,0.0,31.7,42.8,99.9,15.8,,58.5,63.9,55.2,29.3,42.8,81.5,48.1,26.5,77.3
2021-02-03 07:00:00,512.0,500.0,509.0,46.4,35.2,95.9,51.3,50.6,0.0,0.0,31.2,42.5,99.9,16.2,,58.6,63.7,55.0,29.4,42.8,70.9,48.1,26.4,77.0
2021-02-03 08:00:00,512.8,500.1,509.0,45.4,34.6,96.7,97.7,314.2,0.0,0.0,29.8,41.8,99.9,16.4,,62.8,66.0,58.0,29.5,42.8,103.2,52.9,27.2,77.4
2021-02-03 09:00:00,513.0,500.2,509.0,53.2,34.3,95.6,90.8,205.6,0.0,0.0,28.3,40.5,99.9,16.6,,65.2,66.8,59.4,29.8,42.8,96.7,55.6,29.0,78.3
2021-02-03 10:00:00,512.9,500.3,509.0,95.6,34.3,134.5,113.9,158.1,0.0,0.0,28.3,39.8,99.9,17.0,,65.3,66.6,59.5,30.1,42.8,92.0,55.1,30.1,79.3
2021-02-03 11:00:00,512.9,500.4,509.1,101.0,34.3,110.0,92.2,200.4,0.0,0.0,28.3,39.8,99.9,17.2,,65.3,66.6,59.6,30.4,42.8,93.3,54.9,30.6,79.4
2021-02-03 12:00:00,513.0,500.5,509.0,42.8,34.3,99.8,70.1,153.4,0.0,0.0,28.3,39.9,99.9,17.3,,65.4,66.8,60.1,30.7,42.8,90.7,55.4,31.0,79.7
2021-02-03 13:00:00,512.9,500.7,509.0,0.0,43.4,86.9,57.6,140.1,0.0,0.0,28.1,39.9,98.9,17.3,,65.4,66.9,60.3,31.1,42.8,90.3,55.6,32.4,79.9
2021-02-03 14:00:00,512.8,500.6,509.0,44.0,34.3,94.8,65.3,144.7,0.0,0.0,28.6,40.0,95.8,17.3,,64.8,66.7,60.3,31.4,42.8,86.6,55.3,32.0,80.1
2021-02-03 15:00:00,512.9,500.5,509.0,42.3,39.8,93.4,68.9,149.0,0.0,0.0,28.4,40.1,94.8,17.3,,65.0,66.9,60.5,31.2,42.8,89.9,55.4,31.4,80.3
2021-02-03 16:00:00,512.9,500.5,509.0,42.5,45.7,122.8,84.7,171.2,0.0,0.1,28.6,40.1,95.6,17.5,,65.1,66.9,60.5,30.9,42.8,91.1,55.8,29.3,80.4
2021-02-03 17:00:00,513.0,500.6,509.1,50.6,45.7,225.1,129.1,117.5,2.3,0.0,28.2,39.9,96.7,17.2,,65.3,67.0,60.5,32.0,42.9,87.8,56.2,28.1,80.5
2021-02-03 18:00:00,513.0,500.7,509.2,45.3,45.3,418.3,225.8,142.1,0.0,0.0,28.8,40.1,97.8,17.3,,64.6,66.6,60.2,34.9,43.5,85.1,54.9,27.8,80.5
2021-02-03 19:00:00,512.6,500.6,509.2,44.7,65.6,340.3,168.7,8.9,0.0,0.0,29.4,40.2,98.9,17.4,,62.4,67.1,61.9,35.3,43.7,63.3,52.3,27.8,80.9
2021-02-03 20:00:00,512.1,500.2,509.0,405.3,88.5,275.7,225.5,9.7,0.0,0.0,31.2,42.2,99.6,17.3,,59.4,66.6,60.9,35.3,43.7,52.8,49.1,27.8,81.1
2021-02-03 21:00:00,512.0,500.2,509.0,193.4,55.3,180.9,158.2,84.6,0.0,0.0,31.6,43.1,99.9,17.2,,59.0,66.3,60.5,35.0,43.7,69.6,48.9,27.8,81.1
2021-02-03 22:00:00,512.0,500.3,509.0,350.7,59.0,188.0,182.0,36.5,0.0,0.0,32.0,43.8,99.9,17.0,,58.6,66.2,60.6,34.6,43.7,65.6,48.9,27.5,81.0
2021-02-03 23:00:00,512.0,500.1,509.0,365.1,56.6,179.6,142.9,9.2,0.0,0.0,32.3,44.2,99.9,17.0,,57.6,65.4,59.9,34.2,43.7,56.6,47.9,27.8,80.6
2021-02-04 00:00:00,512.0,500.1,509.0,48.2,42.4,93.4,48.3,9.3,0.0,0.0,34.1,45.1,99.9,16.8,,56.0,64.6,58.7,33.9,43.7,51.2,46.7,28.5,80.0
2021-02-04 01:00:00,512.0,499.9,509.0,44.3,39.3,71.9,36.7,9.8,0.0,0.0,35.1,45.3,99.9,16.6,,54.7,64.1,57.6,33.6,43.2,50.1,46.0,28.3,79.2
2021-02-04 02:00:00,512.0,499.9,508.8,42.9,38.1,69.7,48.9,71.8,0.0,0.0,35.8,46.1,99.9,16.5,,54.5,63.6,56.6,33.3,42.8,61.6,45.9,27.1,78.4
2021-02-04 03:00:00,512.0,500.0,508.9,9.8,35.5,63.2,42.4,91.8,0.0,0.0,34.2,45.9,99.9,16.5,,56.4,63.8,56.3,32.9,42.8,75.1,47.8,26.1,77.8
2021-02-04 04:00:00,512.1,500.1,509.0,31.3,35.1,97.2,64.4,131.3,0.0,0.0,33.3,45.4,99.1,16.6,,57.9,63.8,55.8,32.5,42.8,81.0,49.1,23.3,77.3
2021-02-04 05:00:00,512.2,500.1,509.0,42.0,35.1,95.6,62.9,124.3,0.0,0.0,32.1,44.5,98.6,16.7,,59.1,63.9,55.4,32.0,42.8,82.4,49.9,20.1,76.8
2021-02-04 06:00:00,512.3,500.1,509.0,19.6,35.2,97.5,58.6,115.1,0.0,0.0,31.2,43.8,98.6,16.8,,59.8,63.9,55.2,31.4,42.8,82.8,50.3,17.8,76.5
2021-02-04 07:00:00,512.3,500.1,509.0,27.3,35.4,135.3,116.5,120.0,0.0,0.0,30.2,43.1,98.7,16.8,,60.4,63.8,54.7,30.7,42.8,82.5,50.3,16.7,76.2
2021-02-04 08:00:00,513.3,500.3,509.0,48.1,34.6,103.5,131.1,400.0,0.0,0.0,27.9,42.5,99.4,17.0,,65.1,66.2,55.7,30.2,42.8,112.8,56.0,17.9,76.5
2021-02-04 09:00:00,513.5,500.8,509.2,108.5,34.2,109.6,116.7,265.9,0.0,0.0,25.9,40.6,99.7,17.0,,68.2,67.6,57.5,30.6,42.8,104.1,60.6,22.1,77.7
2021-02-04 10:00:00,513.0,500.9,509.0,47.9,35.2,110.1,84.9,182.7,0.0,0.0,26.2,39.3,98.8,17.2,,67.7,67.6,58.3,32.7,42.9,95.9,58.5,24.8,78.6
2021-02-04 11:00:00,513.0,500.8,509.1,49.4,34.2,314.0,117.8,96.5,0.0,0.0,26.9,38.9,97.6,17.4,,65.9,67.1,58.9,34.8,43.4,82.5,55.1,27.0,79.2
2021-02-04 12:00:00,512.9,500.7,509.0,90.6,41.9,239.3,107.9,114.2,0.0,0.0,28.2,39.8,96.3,17.7,,64.3,67.1,59.6,36.9,43.7,75.7,53.0,28.4,79.6
2021-02-04 13:00:00,513.3,501.3,509.9,46.7,35.1,122.5,59.8,63.0,0.0,0.0,29.1,40.6,95.4,18.0,,63.3,67.5,60.0,37.6,43.7,77.1,52.2,29.7,80.0
2021-02-04 14:00:00,513.3,501.2,510.0,57.2,34.7,337.8,136.1,100.0,0.0,0.0,30.1,41.5,94.5,18.0,,62.9,67.7,60.2,37.6,44.2,80.4,52.1,30.5,80.2
2021-02-04 15:00:00,513.4,501.2,510.0,47.3,40.2,317.8,132.2,109.9,0.0,0.0,30.7,42.0,94.5,18.0,,62.8,67.8,60.1,37.3,44.6,81.5,52.2,30.3,80.4
2021-02-04 16:00:00,513.5,501.3,510.0,41.3,45.9,309.0,131.8,125.0,0.0,0.0,31.0,42.6,94.8,18.0,,63.2,67.7,60.1,36.5,44.6,83.8,53.2,29.1,80.6
2021-02-04 17:00:00,513.3,501.1,510.0,96.4,98.6,288.0,150.2,126.3,0.0,0.0,30.6,42.7,96.0,18.1,,63.8,67.7,60.0,35.2,40.4,83.4,53.5,25.7,80.7
2021-02-04 18:00:00,513.3,501.1,510.0,51.2,164.1,167.1,98.3,105.8,0.0,0.0,30.7,42.9,97.3,17.9,,63.4,67.6,59.9,33.3,44.4,82.4,53.2,23.8,80.8
2021-02-04 19:00:00,513.6,501.2,510.0,46.1,164.1,170.2,109.1,169.6,0.0,0.0,29.9,42.7,97.9,17.7,,64.3,68.0,60.0,32.0,43.7,90.8,54.0,22.9,80.8
2021-02-04 20:00:00,513.4,501.1,510.0,43.6,104.1,170.9,90.5,61.2,0.0,0.0,29.9,42.4,98.0,17.5,,63.5,67.7,60.0,30.4,43.7,75.3,53.5,21.4,81.0
2021-02-04 21:00:00,513.1,501.1,510.0,418.8,69.6,254.1,229.1,79.8,2.4,0.0,30.0,42.3,98.4,17.4,,62.0,67.4,60.0,28.9,43.7,75.1,50.7,20.5,81.1
2021-02-04 22:00:00,513.0,501.0,509.8,72.0,46.1,118.0,70.9,43.2,0.0,0.0,30.3,43.7,98.6,17.2,,60.9,57.7,59.9,27.7,39.4,74.0,49.3,19.5,81.0
2021-02-04 23:00:00,513.0,501.0,509.8,9.5,41.5,111.3,47.0,7.4,0.0,0.0,30.6,43.8,99.0,16.8,,58.8,66.4,49.7,26.5,35.0,54.8,47.6,19.0,80.9
2021-02-05 00:00:00,512.9,500.9,509.5,80.9,28.4,69.3,46.5,4.7,0.0,0.0,31.7,44.4,99.0,15.9,,56.6,61.4,58.7,25.1,43.7,50.9,45.7,17.4,80.6
2021-02-05 01:00:00,512.7,500.9,509.4,373.1,39.3,295.8,163.6,9.7,0.0,0.0,32.2,44.6,99.8,15.7,,55.2,65.4,57.5,25.7,43.7,50.0,44.6,18.2,79.9
2021-02-05 02:00:00,512.6,500.6,509.1,92.7,37.9,144.1,65.3,9.6,0.0,0.0,33.4,45.2,99.9,15.5,,54.1,64.5,56.1,26.3,43.7,49.2,44.0,18.3,79.1
2021-02-05 03:00:00,512.8,500.7,509.2,45.1,35.5,66.0,50.9,101.3,0.0,0.0,32.5,45.1,99.9,15.5,,55.4,64.5,55.4,26.7,43.6,72.6,44.7,21.6,78.2
2021-02-05 04:00:00,512.9,500.9,509.3,44.1,35.2,98.1,61.2,112.3,0.0,0.0,32.1,45.0,99.9,15.7,,57.3,64.5,55.4,27.1,42.8,78.6,46.7,24.0,77.6
2021-02-05 05:00:00,512.9,500.9,509.5,0.0,35.1,81.0,55.6,156.2,0.0,0.0,31.5,44.6,99.9,16.0,,58.5,64.2,55.0,27.4,42.8,82.4,47.6,24.4,77.1
2021-02-05 06:00:00,513.0,501.0,509.6,44.2,34.9,99.0,60.6,110.8,0.0,0.0,31.2,44.4,99.9,16.2,,59.5,64.1,55.1,27.8,42.6,82.0,48.9,27.5,76.8
2021-02-05 07:00:00,513.0,500.9,509.5,45.6,34.9,93.6,62.2,141.5,0.0,0.0,31.0,43.7,99.9,16.6,,60.0,63.9,55.4,28.5,41.9,82.3,50.2,33.3,76.6
2021-02-05 08:00:00,513.9,501.1,510.0,0.0,34.5,81.6,92.1,362.4,0.0,0.0,29.1,43.4,99.9,17.2,,65.3,66.5,57.0,29.2,41.9,109.6,57.7,34.1,76.9
2021-02-05 09:00:00,514.0,501.3,510.0,121.7,35.7,105.9,116.9,238.9,0.0,0.0,28.1,42.1,99.9,17.6,,67.7,67.2,58.8,29.8,41.9,101.8,60.9,34.5,77.9
2021-02-05 10:00:00,514.0,501.6,510.0,46.0,34.5,107.6,84.7,172.2,0.0,0.0,28.3,41.4,99.9,18.1,,67.9,67.0,59.8,30.6,41.9,95.6,60.5,35.9,78.7
2021-02-05 11:00:00,514.0,501.5,510.0,51.7,34.2,137.1,100.5,158.0,0.0,0.0,28.8,41.3,99.9,18.4,,67.1,66.8,60.3,31.6,41.9,91.0,58.8,37.8,79.3
2021-02-05 12:00:00,513.9,501.4,510.0,93.8,34.2,122.6,94.0,148.6,0.0,0.0,29.7,41.6,99.9,18.5,,66.3,66.6,60.7,32.4,41.9,89.3,57.8,35.6,79.6
2021-02-05 13:00:00,514.0,501.7,510.0,10.2,34.4,102.2,63.5,128.8,0.0,0.0,29.9,42.1,99.9,18.7,,66.3,66.8,61.2,32.9,41.9,90.4,57.9,35.6,79.9
2021-02-05 14:00:00,514.0,501.6,510.0,74.9,46.6,120.5,85.9,159.7,0.0,0.0,30.1,42.3,99.9,19.2,,66.4,66.8,61.3,33.1,42.1,92.6,58.1,35.0,80.1
2021-02-05 15:00:00,514.0,501.6,510.0,268.0,39.4,169.2,144.8,176.4,0.0,0.0,30.1,42.5,99.9,19.3,,66.6,66.9,61.2,33.2,42.2,92.1,58.3,34.9,80.3
2021-02-05 16:00:00,514.0,501.7,510.0,146.6,45.5,174.5,118.7,139.6,0.0,0.0,30.3,42.5,99.9,19.4,,66.3,66.8,61.4,33.1,41.9,89.1,58.2,33.3,80.5
2021-02-05 17:00:00,514.0,501.6,510.0,84.2,74.4,156.1,134.8,152.0,0.0,0.0,30.3,42.6,99.9,19.2,,66.2,66.7,61.4,33.0,41.9,90.8,57.9,31.7,80.5
2021-02-05 18:00:00,514.0,501.8,510.2,429.0,127.8,283.7,286.3,89.5,2.2,0.0,30.4,42.7,99.9,19.1,,66.0,62.4,61.9,32.7,33.4,87.5,57.7,30.6,80.7
2021-02-05 19:00:00,513.6,501.5,510.1,818.6,77.0,310.7,325.7,32.5,0.0,0.0,30.8,42.5,99.9,19.5,,63.7,66.9,61.7,32.3,41.9,67.1,50.5,29.8,80.8
2021-02-05 20:00:00,513.1,501.4,510.0,207.0,57.6,131.9,109.0,5.2,0.0,0.0,32.2,45.9,99.9,20.1,,60.4,66.6,62.4,31.9,41.9,54.1,48.6,28.4,81.1
2021-02-05 21:00:00,513.0,501.0,510.0,78.9,43.3,115.4,86.6,41.5,0.0,0.0,34.0,46.6,99.9,19.2,,58.3,66.4,62.0,31.6,41.9,57.5,48.9,27.9,81.2
2021-02-05 22:00:00,513.0,501.1,510.0,72.8,84.7,97.6,72.7,69.4,0.0,0.0,34.0,46.2,99.9,18.6,,59.5,56.4,52.2,31.4,41.9,75.8,50.5,27.7,81.3
2021-02-05 23:00:00,513.0,501.1,510.0,101.4,91.8,106.2,68.7,7.7,0.0,0.0,33.3,45.8,99.9,18.2,,58.8,65.7,61.1,31.3,41.3,60.1,50.3,27.2,81.0
2021-02-06 00:00:00,513.0,501.0,509.9,121.2,42.0,106.8,62.1,8.3,0.0,0.0,34.1,46.8,99.9,17.6,,57.0,65.0,59.5,31.1,41.0,52.2,48.3,25.8,80.4
2021-02-06 01:00:00,513.0,501.0,509.7,43.6,39.1,75.5,32.6,9.1,0.0,0.0,35.2,47.1,99.9,17.2,,55.5,64.4,58.2,30.9,41.0,50.9,47.2,24.6,79.6
2021-02-06 02:00:00,513.0,501.0,509.6,43.0,37.8,69.2,46.2,87.3,0.0,0.0,35.2,47.4,99.9,17.0,,56.0,63.9,57.2,30.7,41.0,70.9,47.5,23.9,78.7
2021-02-06 03:00:00,513.0,501.0,509.9,0.0,35.5,62.4,45.5,138.5,0.0,0.0,33.8,46.9,99.9,17.0,,57.9,64.1,56.5,30.4,41.5,82.0,49.1,21.8,78.1
2021-02-06 04:00:00,513.0,501.0,509.9,42.5,34.9,98.2,61.1,132.3,0.0,0.0,33.0,46.1,99.9,17.1,,59.1,64.0,56.3,30.2,41.8,82.6,50.0,22.3,77.5
2021-02-06 05:00:00,513.1,501.0,509.9,43.1,35.1,95.5,60.0,128.7,0.0,0.0,32.2,45.2,99.9,17.4,,59.9,63.9,56.3,30.0,41.0,82.6,50.6,23.2,77.2
2021-02-06 06:00:00,513.1,501.1,509.9,0.0,35.0,91.9,54.2,152.0,0.0,0.0,31.8,44.9,99.9,17.5,,60.7,63.9,55.9,29.8,41.0,85.8,51.0,22.9,76.8
2021-02-06 07:00:00,513.1,501.0,509.9,45.8,35.0,94.3,62.6,142.6,0.0,0.0,31.1,44.4,99.9,17.6,,61.1,63.8,55.7,29.7,41.0,85.0,51.4,22.1,76.6
2021-02-06 08:00:00,514.3,501.2,510.0,47.9,34.8,91.3,113.0,401.9,0.0,0.1,28.7,44.2,99.9,18.1,,66.2,66.4,58.0,29.5,41.7,113.3,57.7,22.5,76.9
2021-02-06 09:00:00,514.3,501.5,510.0,367.1,34.0,176.9,200.2,269.4,0.0,0.0,27.1,42.7,99.9,18.4,,68.6,67.6,59.9,29.6,41.9,103.2,60.9,24.8,77.9
2021-02-06 10:00:00,514.1,501.7,510.0,46.3,34.4,141.4,114.7,169.2,0.0,0.0,27.2,41.4,99.5,18.6,,68.1,67.3,61.0,30.2,41.9,94.4,59.4,25.7,78.8
2021-02-06 11:00:00,513.9,501.5,510.0,96.5,58.2,138.7,102.5,195.8,0.0,0.0,27.4,41.1,97.3,18.3,,66.7,66.9,60.7,30.1,42.0,91.8,56.8,26.9,79.2
2021-02-06 12:00:00,514.8,501.9,510.3,180.7,117.1,163.4,158.5,340.8,0.0,0.0,26.5,41.5,97.0,18.6,,70.3,69.6,62.6,30.2,42.8,111.3,62.0,27.9,80.1
2021-02-06 13:00:00,514.6,501.9,510.5,90.3,116.6,146.2,112.5,259.4,2.4,0.0,26.0,40.6,95.6,18.4,,70.9,65.7,63.6,30.1,43.0,99.1,63.4,28.0,81.2
2021-02-06 14:00:00,514.4,501.9,510.7,127.1,81.7,143.7,119.7,211.6,0.0,0.0,26.2,40.0,96.1,18.1,,70.4,70.3,63.9,29.7,43.5,93.6,62.3,26.9,81.9
2021-02-06 15:00:00,514.6,501.9,510.9,101.1,39.7,126.5,112.9,225.9,0.0,0.0,26.0,39.9,96.1,17.8,,70.6,70.3,64.5,29.4,42.8,101.1,62.3,24.6,82.7
2021-02-06 16:00:00,514.6,502.0,510.9,45.5,45.4,139.1,96.3,215.7,0.0,0.0,25.8,39.6,94.5,17.5,,70.5,70.4,64.6,28.8,42.8,100.9,62.2,23.0,82.9
